source,target,demand_value
LOSAng,NYCMng,95.989894
NYCMng,ATLAM5,0.013333
CHINng,ATLAng,32.778227
SNVAng,ATLAng,2.443663
KSCYng,HSTNng,10.402569
STTLng,NYCMng,2.02508
LOSAng,KSCYng,7.727547
CHINng,SNVAng,1.652882
KSCYng,HSTNng,2.943046
CHINng,DNVRng,8.329264
KSCYng,SNVAng,3.265853
NYCMng,DNVRng,10.617329
NYCMng,ATLAng,24.666947
KSCYng,CHINng,27.261079
WASHng,LOSAng,114.864397
CHINng,WASHng,92.597474
SNVAng,ATLAng,3.616731
IPLSng,SNVAng,3.944331
IPLSng,WASHng,16.146942
ATLAng,STTLng,24.023215
WASHng,HSTNng,28.320039
STTLng,LOSAng,3.925765
KSCYng,DNVRng,4.701757
NYCMng,DNVRng,3.76247
STTLng,KSCYng,1.843998
ATLAng,NYCMng,109.623598
SNVAng,HSTNng,0.013333
NYCMng,CHINng,104.228583
NYCMng,STTLng,11.468552
KSCYng,DNVRng,17.157371
STTLng,IPLSng,31.832163
CHINng,WASHng,1.467667
ATLAng,ATLAM5,2.147772
WASHng,LOSAng,27.747008
WASHng,IPLSng,25.291069
CHINng,NYCMng,27.157647
KSCYng,CHINng,9.173743
SNVAng,KSCYng,0.596549
ATLAM5,WASHng,0.013333
ATLAng,LOSAng,3.390307
STTLng,SNVAng,0.065024
HSTNng,ATLAng,2.96783
STTLng,CHINng,32.279424
WASHng,CHINng,135.24615
HSTNng,KSCYng,0.013333
CHINng,SNVAng,5.111341
KSCYng,ATLAM5,0.013333
WASHng,IPLSng,9.346308
KSCYng,CHINng,7.020104
SNVAng,IPLSng,0.013333
STTLng,DNVRng,4.748251
HSTNng,ATLAng,1.825805
NYCMng,WASHng,26.588269
SNVAng,STTLng,3.429571
STTLng,DNVRng,9.099831
ATLAM5,ATLAng,1.763294
ATLAM5,ATLAng,5.542068
CHINng,ATLAM5,1.107822
LOSAng,NYCMng,9.849307
DNVRng,SNVAng,58.422262
NYCMng,SNVAng,1.028644
LOSAng,CHINng,102.473064
WASHng,ATLAng,11.86492
WASHng,DNVRng,48.867897
HSTNng,DNVRng,1.956877
KSCYng,DNVRng,8.878811
IPLSng,LOSAng,3.086029
CHINng,HSTNng,24.860989
LOSAng,WASHng,71.646024
DNVRng,LOSAng,10.001286
ATLAM5,HSTNng,2.523773
ATLAM5,LOSAng,0.013333
CHINng,IPLSng,50.285634
CHINng,KSCYng,11.756297
ATLAM5,WASHng,0.339266
STTLng,DNVRng,3.806067
DNVRng,STTLng,20.835686
NYCMng,CHINng,57.865883
SNVAng,WASHng,31.504348
CHINng,LOSAng,113.027683
STTLng,IPLSng,4.426611
DNVRng,STTLng,4.611116
IPLSng,KSCYng,3.697985
WASHng,CHINng,128.500676
SNVAng,STTLng,0.413871
ATLAng,IPLSng,28.499277
SNVAng,WASHng,3.866466
NYCMng,SNVAng,1.566392
DNVRng,SNVAng,0.013333
ATLAng,IPLSng,2.414538
STTLng,SNVAng,0.879414
KSCYng,HSTNng,2.817247
SNVAng,KSCYng,3.476524
STTLng,IPLSng,3.503123
ATLAng,IPLSng,33.845991
KSCYng,SNVAng,1.292073
DNVRng,NYCMng,20.21893
DNVRng,SNVAng,4.053323
HSTNng,WASHng,2.51724
STTLng,ATLAng,10.569341
STTLng,DNVRng,9.768888
SNVAng,DNVRng,1.692092
NYCMng,IPLSng,14.426851
STTLng,LOSAng,3.696119
WASHng,STTLng,32.681507
WASHng,IPLSng,8.999952
NYCMng,WASHng,43.867265
LOSAng,KSCYng,3.178337
LOSAng,CHINng,28.806591
CHINng,WASHng,48.056646
SNVAng,WASHng,0.013333
LOSAng,HSTNng,0.542694
WASHng,DNVRng,8.953577
STTLng,IPLSng,0.013333
ATLAM5,DNVRng,0.013333
STTLng,LOSAng,35.63731
KSCYng,DNVRng,6.636858
LOSAng,WASHng,39.581409
NYCMng,WASHng,48.123668
CHINng,KSCYng,4.011466
SNVAng,NYCMng,10.600314
WASHng,ATLAng,18.162185
STTLng,LOSAng,7.584562
WASHng,DNVRng,5.316639
HSTNng,SNVAng,0.013333
LOSAng,HSTNng,22.259115
DNVRng,SNVAng,5.869355
ATLAng,LOSAng,11.273168
NYCMng,WASHng,87.224686
CHINng,KSCYng,5.81768
CHINng,LOSAng,9.606013
ATLAng,NYCMng,14.496066
HSTNng,WASHng,0.013333
ATLAM5,ATLAng,0.060704
DNVRng,WASHng,5.638491
KSCYng,LOSAng,3.796328
SNVAng,WASHng,34.10611
SNVAng,IPLSng,0.013333
WASHng,IPLSng,4.326235
CHINng,WASHng,63.514101
IPLSng,KSCYng,2.650408
HSTNng,KSCYng,3.382346
ATLAM5,CHINng,1.975256
HSTNng,SNVAng,2.870375
CHINng,ATLAM5,3.118533
STTLng,LOSAng,11.2302
KSCYng,HSTNng,0.54314
LOSAng,ATLAng,3.185117
STTLng,WASHng,16.244779
CHINng,HSTNng,9.843457
HSTNng,ATLAng,4.804973
WASHng,DNVRng,62.077639
IPLSng,SNVAng,5.390598
HSTNng,NYCMng,3.972016
SNVAng,HSTNng,1.230237
LOSAng,NYCMng,16.293801
KSCYng,NYCMng,2.295403
STTLng,NYCMng,4.54905
ATLAng,DNVRng,13.013863
WASHng,ATLAng,43.872226
STTLng,IPLSng,3.111
ATLAng,LOSAng,2.301766
ATLAM5,IPLSng,0.013333
SNVAng,LOSAng,10.5126
SNVAng,LOSAng,0.37336
KSCYng,HSTNng,11.123782
LOSAng,ATLAng,12.272601
ATLAM5,KSCYng,0.013333
CHINng,NYCMng,28.7681
KSCYng,HSTNng,1.461464
STTLng,LOSAng,6.936898
DNVRng,STTLng,4.881508
NYCMng,HSTNng,9.424132
DNVRng,STTLng,11.814991
KSCYng,STTLng,10.826016
ATLAng,CHINng,1.837648
DNVRng,KSCYng,8.092625
HSTNng,SNVAng,0.928386
HSTNng,NYCMng,2.227346
WASHng,HSTNng,13.544266
NYCMng,HSTNng,136.682103
NYCMng,DNVRng,27.262339
STTLng,ATLAM5,2.243421
NYCMng,IPLSng,5.709008
DNVRng,ATLAng,34.76441
ATLAng,STTLng,4.76738
ATLAng,SNVAng,1.941386
HSTNng,CHINng,3.695797
ATLAng,LOSAng,12.490053
HSTNng,STTLng,9.354446
HSTNng,KSCYng,0.013333
SNVAng,NYCMng,0.013333
KSCYng,LOSAng,28.654898
STTLng,LOSAng,32.891344
HSTNng,ATLAng,7.730592
NYCMng,SNVAng,1.300322
HSTNng,NYCMng,9.26897
NYCMng,ATLAng,9.659181
STTLng,DNVRng,15.043231
CHINng,STTLng,6.36975
DNVRng,KSCYng,14.604646
CHINng,ATLAM5,0.941827
NYCMng,KSCYng,14.958737
SNVAng,KSCYng,1.451834
ATLAng,STTLng,19.149357
WASHng,KSCYng,12.55178
NYCMng,ATLAM5,1.789983
NYCMng,SNVAng,0.416942
WASHng,ATLAng,9.911688
WASHng,IPLSng,7.831203
ATLAM5,ATLAng,0.013333
STTLng,ATLAng,10.786788
ATLAM5,KSCYng,0.013333
ATLAM5,ATLAng,0.013333
ATLAng,WASHng,0.899056
LOSAng,SNVAng,1.456345
WASHng,ATLAng,26.22168
STTLng,IPLSng,0.013333
STTLng,WASHng,16.234188
ATLAM5,KSCYng,0.013333
STTLng,KSCYng,7.687178
HSTNng,WASHng,86.033691
STTLng,SNVAng,2.395695
ATLAM5,KSCYng,0.55597
ATLAM5,KSCYng,0.013333
ATLAng,STTLng,50.28686
WASHng,NYCMng,9.044762
WASHng,ATLAng,3.106942
DNVRng,STTLng,17.729914
ATLAng,LOSAng,23.240265
KSCYng,DNVRng,1.556687
STTLng,IPLSng,8.436406
SNVAng,KSCYng,1.329214
NYCMng,SNVAng,17.927006
STTLng,DNVRng,13.813399
STTLng,DNVRng,14.48316
ATLAM5,KSCYng,2.054633
DNVRng,NYCMng,52.209778
KSCYng,WASHng,9.692498
IPLSng,KSCYng,6.086273
HSTNng,NYCMng,1.534595
NYCMng,DNVRng,23.988279
KSCYng,LOSAng,82.710109
ATLAM5,DNVRng,1.37411
STTLng,HSTNng,0.506482
ATLAM5,KSCYng,2.962229
ATLAng,LOSAng,3.586282
LOSAng,WASHng,117.024023
NYCMng,HSTNng,3.812792
LOSAng,SNVAng,0.518815
WASHng,DNVRng,37.630059
ATLAng,STTLng,2.211243
STTLng,KSCYng,6.208829
IPLSng,SNVAng,0.013333
HSTNng,IPLSng,7.915199
KSCYng,DNVRng,3.644194
STTLng,HSTNng,0.133949
STTLng,IPLSng,10.557726
HSTNng,WASHng,17.37988
IPLSng,DNVRng,6.80708
HSTNng,KSCYng,7.818009
IPLSng,LOSAng,17.444559
LOSAng,WASHng,54.112258
ATLAM5,SNVAng,0.013333
ATLAng,WASHng,32.609955
ATLAng,SNVAng,1.521999
KSCYng,WASHng,13.089123
HSTNng,ATLAM5,0.013333
DNVRng,NYCMng,6.659176
HSTNng,IPLSng,0.335057
ATLAng,NYCMng,129.202438
KSCYng,DNVRng,20.664224
WASHng,NYCMng,44.630143
LOSAng,NYCMng,10.745668
DNVRng,HSTNng,11.064424
CHINng,ATLAM5,0.013333
ATLAng,NYCMng,12.406175
STTLng,NYCMng,6.558092
STTLng,NYCMng,0.689887
KSCYng,IPLSng,0.465973
STTLng,LOSAng,26.679717
ATLAM5,IPLSng,1.217501
ATLAng,IPLSng,11.675568
NYCMng,STTLng,16.975603
DNVRng,SNVAng,1.532415
WASHng,STTLng,15.468294
IPLSng,CHINng,55.197774
ATLAM5,CHINng,3.209797
ATLAM5,IPLSng,0.013333
KSCYng,DNVRng,0.724794
STTLng,WASHng,8.035126
LOSAng,WASHng,96.708523
KSCYng,CHINng,20.75034
HSTNng,SNVAng,0.013333
LOSAng,WASHng,103.975834
CHINng,STTLng,22.575575
IPLSng,SNVAng,5.158769
ATLAng,LOSAng,27.410393
STTLng,HSTNng,8.820111
DNVRng,STTLng,60.210294
SNVAng,HSTNng,0.342628
ATLAM5,WASHng,0.582103
LOSAng,WASHng,33.852196
IPLSng,WASHng,19.287191
NYCMng,CHINng,28.077356
STTLng,DNVRng,3.253969
ATLAng,LOSAng,23.467731
WASHng,DNVRng,82.116732
SNVAng,STTLng,19.120806
IPLSng,WASHng,1.248667
NYCMng,SNVAng,3.821498
WASHng,STTLng,11.502728
ATLAng,SNVAng,0.732074
SNVAng,LOSAng,0.907306
NYCMng,HSTNng,23.292933
WASHng,KSCYng,43.328283
NYCMng,CHINng,31.971435
IPLSng,CHINng,95.888316
STTLng,IPLSng,8.581898
ATLAng,LOSAng,22.407136
DNVRng,STTLng,19.682958
KSCYng,NYCMng,0.397994
LOSAng,CHINng,114.16456
DNVRng,STTLng,7.206042
WASHng,CHINng,113.235493
CHINng,ATLAng,28.002561
NYCMng,WASHng,20.007569
ATLAM5,KSCYng,1.070441
ATLAM5,IPLSng,0.013333
ATLAng,STTLng,3.76468
SNVAng,HSTNng,0.013333
HSTNng,WASHng,7.748633
ATLAng,LOSAng,17.644735
ATLAM5,LOSAng,2.119227
HSTNng,KSCYng,0.013333
HSTNng,STTLng,16.381067
HSTNng,LOSAng,9.331108
ATLAng,STTLng,0.498144
IPLSng,ATLAng,13.387565
DNVRng,LOSAng,12.872927
NYCMng,SNVAng,1.153036
HSTNng,IPLSng,29.21213
LOSAng,HSTNng,34.77083
ATLAM5,KSCYng,0.013333
IPLSng,KSCYng,9.970708
NYCMng,SNVAng,0.013333
SNVAng,ATLAng,11.87057
ATLAM5,ATLAng,1.490732
ATLAng,NYCMng,8.112517
WASHng,CHINng,39.471904
ATLAng,SNVAng,0.689848
WASHng,KSCYng,22.128577
CHINng,HSTNng,23.526509
ATLAng,SNVAng,8.99891
DNVRng,SNVAng,2.364547
WASHng,IPLSng,37.091684
WASHng,KSCYng,8.678494
ATLAM5,KSCYng,0.013333
STTLng,KSCYng,4.519278
WASHng,CHINng,106.63369
HSTNng,NYCMng,0.764232
ATLAM5,LOSAng,1.567525
CHINng,ATLAM5,0.013333
IPLSng,SNVAng,1.586907
LOSAng,HSTNng,12.824622
SNVAng,NYCMng,1.942918
WASHng,STTLng,10.422061
IPLSng,ATLAng,11.117347
ATLAM5,LOSAng,1.170407
WASHng,ATLAM5,0.013333
NYCMng,KSCYng,0.36913
STTLng,HSTNng,7.035762
LOSAng,WASHng,59.754548
HSTNng,CHINng,63.080922
ATLAM5,DNVRng,0.013333
KSCYng,ATLAng,0.013333
WASHng,NYCMng,4.310977
NYCMng,KSCYng,5.185609
ATLAng,DNVRng,1.95294
WASHng,SNVAng,2.525568
CHINng,ATLAng,20.507052
IPLSng,DNVRng,5.990844
LOSAng,WASHng,15.566301
ATLAM5,LOSAng,0.013333
IPLSng,SNVAng,3.183497
DNVRng,WASHng,36.893085
ATLAng,LOSAng,27.328376
ATLAng,NYCMng,27.583355
ATLAng,LOSAng,22.690597
ATLAng,LOSAng,9.544626
LOSAng,ATLAM5,3.304462
LOSAng,NYCMng,47.581475
DNVRng,LOSAng,51.932565
HSTNng,SNVAng,3.265284
IPLSng,WASHng,9.194618
STTLng,KSCYng,14.188888
ATLAM5,KSCYng,0.013333
ATLAng,WASHng,8.25158
KSCYng,DNVRng,5.637966
SNVAng,IPLSng,18.179986
CHINng,LOSAng,15.778542
NYCMng,ATLAM5,0.013333
DNVRng,CHINng,22.295579
IPLSng,KSCYng,12.667499
WASHng,WASHng,34.401127
CHINng,LOSAng,50.777507
HSTNng,ATLAng,5.195262
WASHng,ATLAng,11.930863
KSCYng,SNVAng,4.361216
DNVRng,WASHng,7.035673
ATLAng,WASHng,69.697218
SNVAng,ATLAng,1.166109
ATLAM5,KSCYng,0.385748
LOSAng,ATLAng,98.621215
CHINng,ATLAng,16.549548
CHINng,SNVAng,1.946958
CHINng,SNVAng,1.234276
CHINng,WASHng,57.333606
ATLAng,IPLSng,8.913783
SNVAng,LOSAng,0.229274
IPLSng,LOSAng,23.478929
NYCMng,HSTNng,4.219358
ATLAng,NYCMng,7.086428
CHINng,ATLAM5,0.013333
NYCMng,SNVAng,0.8101
ATLAng,LOSAng,21.498704
STTLng,KSCYng,0.858801
CHINng,SNVAng,22.822073
CHINng,NYCMng,23.058098
LOSAng,IPLSng,25.622945
ATLAng,IPLSng,0.374016
DNVRng,LOSAng,15.838886
KSCYng,LOSAng,1.669505
CHINng,WASHng,32.818027
ATLAM5,KSCYng,0.013333
DNVRng,HSTNng,5.264593
ATLAM5,LOSAng,0.013333
KSCYng,SNVAng,0.032033
CHINng,LOSAng,1.377772
LOSAng,WASHng,58.969591
WASHng,ATLAng,4.13699
KSCYng,DNVRng,12.492895
WASHng,CHINng,48.182854
ATLAng,LOSAng,33.651424
WASHng,KSCYng,26.587616
DNVRng,HSTNng,5.057312
IPLSng,WASHng,48.009996
ATLAng,DNVRng,14.528451
IPLSng,WASHng,105.173855
STTLng,IPLSng,7.983483
HSTNng,ATLAng,1.991461
DNVRng,STTLng,8.274345
ATLAM5,KSCYng,0.013333
LOSAng,HSTNng,2.031996
ATLAM5,KSCYng,1.57356
CHINng,NYCMng,2.385032
ATLAM5,WASHng,1.621798
WASHng,ATLAM5,15.640515
STTLng,DNVRng,4.440757
NYCMng,SNVAng,9.560805
NYCMng,WASHng,104.024717
CHINng,ATLAM5,0.395359
KSCYng,WASHng,3.668618
WASHng,ATLAng,51.660656
KSCYng,DNVRng,6.88411
CHINng,ATLAng,8.308656
CHINng,ATLAng,7.928825
STTLng,WASHng,3.499475
WASHng,IPLSng,53.904001
WASHng,ATLAng,56.009302
DNVRng,SNVAng,1.452618
SNVAng,KSCYng,1.377578
NYCMng,ATLAng,13.848154
IPLSng,KSCYng,18.099505
ATLAng,LOSAng,12.788694
WASHng,STTLng,34.340056
LOSAng,SNVAng,6.775086
ATLAM5,SNVAng,0.047742
HSTNng,CHINng,0.236795
IPLSng,NYCMng,22.175619
IPLSng,LOSAng,9.241407
WASHng,KSCYng,2.041238
KSCYng,DNVRng,3.145972
CHINng,NYCMng,53.668479
NYCMng,DNVRng,25.003446
NYCMng,ATLAng,5.829514
ATLAng,HSTNng,12.988848
WASHng,DNVRng,14.651582
DNVRng,ATLAng,8.245313
CHINng,SNVAng,10.282699
NYCMng,WASHng,28.571191
STTLng,WASHng,57.018804
IPLSng,LOSAng,2.543687
HSTNng,ATLAng,2.353524
WASHng,DNVRng,15.587725
CHINng,NYCMng,130.228751
ATLAng,STTLng,4.480497
WASHng,ATLAng,2.16003
WASHng,LOSAng,70.763256
KSCYng,DNVRng,5.452297
ATLAM5,CHINng,35.74306
WASHng,ATLAM5,5.509359
CHINng,HSTNng,0.643729
KSCYng,HSTNng,4.164966
KSCYng,NYCMng,2.451694
CHINng,WASHng,10.627798
LOSAng,NYCMng,14.644647
NYCMng,DNVRng,17.382404
KSCYng,HSTNng,0.013333
ATLAng,STTLng,15.797163
IPLSng,SNVAng,0.013333
LOSAng,WASHng,79.667184
DNVRng,KSCYng,14.416961
ATLAM5,STTLng,0.013333
NYCMng,SNVAng,15.690186
IPLSng,KSCYng,1.508201
ATLAM5,DNVRng,3.895158
KSCYng,NYCMng,16.226277
SNVAng,LOSAng,0.013333
ATLAng,IPLSng,15.65925
SNVAng,WASHng,1.62112
LOSAng,IPLSng,15.651645
HSTNng,LOSAng,2.821963
WASHng,ATLAng,87.905806
LOSAng,NYCMng,38.062873
ATLAng,STTLng,18.43301
IPLSng,ATLAng,20.657576
LOSAng,SNVAng,2.47898
KSCYng,HSTNng,2.851717
SNVAng,KSCYng,1.072052
LOSAng,NYCMng,144.620374
WASHng,KSCYng,37.384371
ATLAng,WASHng,11.649114
SNVAng,DNVRng,9.684038
HSTNng,STTLng,26.508569
KSCYng,DNVRng,2.565235
HSTNng,DNVRng,2.870321
CHINng,WASHng,45.396736
HSTNng,NYCMng,0.076473
NYCMng,ATLAng,107.621334
STTLng,DNVRng,11.020614
ATLAM5,DNVRng,0.013333
CHINng,ATLAM5,2.70767
SNVAng,KSCYng,3.839862
CHINng,WASHng,10.960373
KSCYng,DNVRng,7.063619
DNVRng,CHINng,59.987522
NYCMng,STTLng,28.966343
HSTNng,WASHng,62.217601
LOSAng,KSCYng,42.994449
KSCYng,STTLng,2.186974
LOSAng,KSCYng,2.335837
DNVRng,NYCMng,8.741823
DNVRng,CHINng,54.21525
ATLAng,HSTNng,10.313847
WASHng,ATLAng,12.086119
IPLSng,ATLAng,20.098363
CHINng,HSTNng,9.186685
HSTNng,NYCMng,6.238659
ATLAM5,HSTNng,1.154988
ATLAng,SNVAng,1.327633
STTLng,DNVRng,9.985062
ATLAM5,HSTNng,0.013333
SNVAng,CHINng,1.54658
NYCMng,WASHng,20.949273
HSTNng,STTLng,1.165666
STTLng,NYCMng,7.780559
ATLAM5,CHINng,0.092653
KSCYng,DNVRng,0.830857
ATLAM5,IPLSng,2.269187
KSCYng,DNVRng,2.453021
IPLSng,STTLng,1.258905
SNVAng,HSTNng,0.514136
DNVRng,HSTNng,6.885229
KSCYng,NYCMng,3.635819
CHINng,NYCMng,28.170268
STTLng,SNVAng,0.013333
KSCYng,HSTNng,4.679398
CHINng,LOSAng,10.276479
ATLAM5,STTLng,0.172445
STTLng,WASHng,18.731195
LOSAng,KSCYng,10.586187
WASHng,CHINng,26.486288
STTLng,IPLSng,4.088081
HSTNng,SNVAng,1.107395
STTLng,ATLAng,4.555017
IPLSng,WASHng,12.173097
KSCYng,ATLAM5,1.635342
LOSAng,WASHng,28.768231
NYCMng,ATLAng,10.237622
IPLSng,WASHng,11.771697
CHINng,NYCMng,52.115929
SNVAng,WASHng,1.07646
IPLSng,LOSAng,4.233688
WASHng,STTLng,34.794705
NYCMng,CHINng,94.996314
NYCMng,LOSAng,3.895411
HSTNng,WASHng,22.080049
DNVRng,KSCYng,8.353295
KSCYng,DNVRng,0.890881
WASHng,STTLng,7.941985
HSTNng,ATLAng,0.013333
NYCMng,IPLSng,86.654176
CHINng,ATLAM5,0.704533
HSTNng,CHINng,107.086927
ATLAM5,KSCYng,0.530114
LOSAng,WASHng,46.409141
NYCMng,WASHng,56.037552
LOSAng,KSCYng,19.344922
LOSAng,WASHng,38.354878
WASHng,DNVRng,93.671297
HSTNng,SNVAng,0.013333
CHINng,NYCMng,9.856154
DNVRng,KSCYng,18.094422
HSTNng,SNVAng,6.033411
ATLAM5,DNVRng,0.013333
SNVAng,KSCYng,2.582686
ATLAM5,CHINng,8.863506
NYCMng,WASHng,7.171756
DNVRng,IPLSng,11.20339
ATLAng,WASHng,28.523269
HSTNng,STTLng,15.444013
IPLSng,LOSAng,23.022378
DNVRng,CHINng,125.901263
SNVAng,KSCYng,1.730108
ATLAM5,SNVAng,0.013333
SNVAng,DNVRng,2.521816
HSTNng,KSCYng,1.424549
ATLAng,LOSAng,26.722566
KSCYng,DNVRng,6.279145
WASHng,ATLAM5,1.79106
KSCYng,SNVAng,1.315818
CHINng,NYCMng,12.934086
KSCYng,DNVRng,4.718356
ATLAng,DNVRng,3.120642
SNVAng,NYCMng,1.581453
WASHng,DNVRng,29.090565
NYCMng,HSTNng,23.966387
IPLSng,CHINng,6.879546
NYCMng,WASHng,132.191125
NYCMng,SNVAng,3.348352
IPLSng,SNVAng,2.213467
NYCMng,HSTNng,29.706002
KSCYng,WASHng,11.972563
CHINng,DNVRng,8.163658
NYCMng,IPLSng,2.095402
DNVRng,SNVAng,24.988451
STTLng,IPLSng,36.300048
DNVRng,SNVAng,2.351409
ATLAM5,CHINng,4.088119
NYCMng,ATLAng,14.433817
LOSAng,IPLSng,57.752021
SNVAng,WASHng,1.636916
STTLng,NYCMng,6.560944
NYCMng,KSCYng,4.291641
NYCMng,CHINng,49.106129
IPLSng,DNVRng,32.80251
ATLAng,NYCMng,31.893353
ATLAM5,LOSAng,1.978958
KSCYng,ATLAng,11.165645
ATLAM5,LOSAng,0.576443
IPLSng,SNVAng,23.352538
NYCMng,ATLAM5,0.465684
IPLSng,ATLAng,1.860993
IPLSng,LOSAng,2.779339
WASHng,KSCYng,2.869768
KSCYng,SNVAng,1.499908
IPLSng,SNVAng,5.924087
SNVAng,WASHng,3.459292
WASHng,SNVAng,66.299872
IPLSng,LOSAng,20.715102
DNVRng,CHINng,38.977555
STTLng,SNVAng,3.106326
KSCYng,DNVRng,31.582312
DNVRng,HSTNng,4.842217
WASHng,NYCMng,102.781168
CHINng,ATLAM5,2.198917
CHINng,ATLAM5,0.013333
CHINng,ATLAng,110.791475
CHINng,ATLAM5,0.110002
NYCMng,SNVAng,3.575315
IPLSng,SNVAng,8.097224
DNVRng,SNVAng,11.80996
STTLng,SNVAng,3.80337
HSTNng,NYCMng,9.841481
ATLAng,IPLSng,2.536427
DNVRng,STTLng,1.124821
NYCMng,IPLSng,22.735215
ATLAng,IPLSng,13.110873
STTLng,HSTNng,5.562416
WASHng,ATLAng,0.269958
NYCMng,SNVAng,0.013333
CHINng,WASHng,92.697264
LOSAng,ATLAM5,3.691764
STTLng,LOSAng,6.882076
STTLng,ATLAM5,0.16828
STTLng,HSTNng,7.393653
STTLng,LOSAng,3.492918
WASHng,KSCYng,25.885379
SNVAng,KSCYng,2.70153
DNVRng,WASHng,14.348853
SNVAng,STTLng,0.522414
WASHng,ATLAng,28.379777
DNVRng,IPLSng,11.732643
STTLng,DNVRng,13.6706
LOSAng,WASHng,14.096739
ATLAM5,CHINng,1.657525
ATLAM5,CHINng,1.461549
STTLng,DNVRng,0.945877
KSCYng,DNVRng,4.177996
LOSAng,STTLng,39.502256
KSCYng,LOSAng,8.699951
DNVRng,SNVAng,1.015298
DNVRng,IPLSng,27.807667
NYCMng,SNVAng,1.565794
ATLAng,CHINng,4.235737
STTLng,HSTNng,3.784703
NYCMng,HSTNng,1.503102
HSTNng,KSCYng,2.789259
KSCYng,SNVAng,0.283972
STTLng,KSCYng,4.431478
DNVRng,STTLng,5.407713
LOSAng,HSTNng,16.282061
WASHng,DNVRng,54.028617
ATLAM5,SNVAng,0.013333
NYCMng,WASHng,6.416091
CHINng,SNVAng,6.270662
DNVRng,WASHng,12.899484
NYCMng,KSCYng,1.224952
KSCYng,SNVAng,1.594632
STTLng,IPLSng,19.75899
ATLAM5,LOSAng,0.013333
IPLSng,ATLAng,9.680965
CHINng,WASHng,54.511183
IPLSng,WASHng,6.595713
STTLng,IPLSng,0.013333
HSTNng,SNVAng,3.120732
HSTNng,WASHng,3.298568
HSTNng,SNVAng,4.912236
STTLng,IPLSng,37.644511
IPLSng,DNVRng,6.247516
WASHng,CHINng,38.339311
NYCMng,IPLSng,14.170086
ATLAng,IPLSng,19.169407
DNVRng,STTLng,37.771184
LOSAng,WASHng,11.542782
ATLAng,NYCMng,3.526101
IPLSng,ATLAM5,1.30991
HSTNng,KSCYng,8.486443
SNVAng,KSCYng,1.462885
CHINng,ATLAM5,0.013333
SNVAng,WASHng,34.628911
ATLAng,IPLSng,2.221747
CHINng,DNVRng,6.558446
ATLAM5,CHINng,1.831897
ATLAng,STTLng,9.552372
HSTNng,NYCMng,1.996859
STTLng,NYCMng,6.539934
