source,target,demand_value
NYCMng,DNVRng,18.173933
NYCMng,HSTNng,24.510403
NYCMng,IPLSng,84.687157
NYCMng,KSCYng,29.939728
NYCMng,LOSAng,68.047243
NYCMng,SNVAng,9.696024
NYCMng,STTLng,22.283315
NYCMng,WASHng,120.639467
SNVAng,ATLAM5,0.026667
SNVAng,ATLAng,1.008088
SNVAng,CHINng,4.744861
SNVAng,DNVRng,5.352896
SNVAng,HSTNng,1.119925
SNVAng,IPLSng,3.095592
SNVAng,KSCYng,2.041696
SNVAng,LOSAng,3.264856
SNVAng,NYCMng,2.762213
SNVAng,STTLng,7.363192
SNVAng,WASHng,1.610723
STTLng,ATLAM5,0.237064
STTLng,ATLAng,15.816648
STTLng,CHINng,22.287859
STTLng,DNVRng,5.415088
STTLng,HSTNng,5.863651
STTLng,IPLSng,6.959133
STTLng,KSCYng,1.865968
STTLng,LOSAng,18.970371
STTLng,NYCMng,23.121163
STTLng,SNVAng,4.526107
STTLng,WASHng,11.248827
WASHng,ATLAM5,20.289091
WASHng,ATLAng,146.998333
WASHng,CHINng,62.246088
WASHng,DNVRng,34.109811
WASHng,HSTNng,15.664965
WASHng,IPLSng,56.823611
WASHng,KSCYng,24.912211
WASHng,LOSAng,100.567461
WASHng,NYCMng,137.277728
WASHng,SNVAng,4.411589
WASHng,STTLng,30.667267
ATLAM5,ATLAng,0.375261
ATLAM5,CHINng,1.082379
ATLAM5,DNVRng,0.276136
ATLAM5,HSTNng,0.453427
ATLAM5,IPLSng,1.703384
ATLAM5,KSCYng,0.407152
ATLAM5,LOSAng,0.403664
ATLAM5,NYCMng,0.853005
ATLAM5,SNVAng,0.119803
ATLAM5,STTLng,0.436928
ATLAM5,WASHng,2.035816
ATLAng,ATLAM5,0.462461
ATLAng,CHINng,22.0844
ATLAng,DNVRng,5.088043
ATLAng,HSTNng,9.44256
ATLAng,IPLSng,21.554867
ATLAng,KSCYng,5.546304
ATLAng,LOSAng,27.483363
ATLAng,NYCMng,13.961541
ATLAng,SNVAng,1.034221
ATLAng,STTLng,8.793709
ATLAng,WASHng,65.618384
CHINng,ATLAM5,3.574288
CHINng,ATLAng,8.646448
CHINng,DNVRng,18.747915
CHINng,HSTNng,7.249216
CHINng,IPLSng,24.679707
CHINng,KSCYng,8.131461
CHINng,LOSAng,25.030448
CHINng,NYCMng,11.644003
CHINng,SNVAng,1.684848
CHINng,STTLng,6.424957
CHINng,WASHng,16.825595
DNVRng,ATLAM5,0.098072
DNVRng,ATLAng,4.024616
DNVRng,CHINng,39.447573
DNVRng,HSTNng,4.034181
DNVRng,IPLSng,8.980192
DNVRng,KSCYng,3.954072
DNVRng,LOSAng,12.962675
DNVRng,NYCMng,8.632088
DNVRng,SNVAng,15.915923
DNVRng,STTLng,19.953245
DNVRng,WASHng,19.40004
HSTNng,ATLAM5,2.974725
HSTNng,ATLAng,4.770149
HSTNng,CHINng,20.321549
HSTNng,DNVRng,2.386304
HSTNng,IPLSng,10.829651
HSTNng,KSCYng,4.630352
HSTNng,LOSAng,66.769288
HSTNng,NYCMng,7.796075
HSTNng,SNVAng,0.690584
HSTNng,STTLng,2.400531
HSTNng,WASHng,9.008891
IPLSng,ATLAM5,2.693728
IPLSng,ATLAng,11.017093
IPLSng,CHINng,83.082488
IPLSng,DNVRng,20.887859
IPLSng,HSTNng,9.736203
IPLSng,KSCYng,9.320904
IPLSng,LOSAng,82.205381
IPLSng,NYCMng,33.860299
IPLSng,SNVAng,4.882392
IPLSng,STTLng,12.988475
IPLSng,WASHng,43.174643
KSCYng,ATLAM5,0.951115
KSCYng,ATLAng,5.563741
KSCYng,CHINng,29.382189
KSCYng,DNVRng,6.071237
KSCYng,HSTNng,5.254771
KSCYng,IPLSng,11.571973
KSCYng,LOSAng,9.855701
KSCYng,NYCMng,13.258709
KSCYng,SNVAng,1.604677
KSCYng,STTLng,2.589296
KSCYng,WASHng,10.381237
LOSAng,ATLAM5,0.259347
LOSAng,ATLAng,30.264227
LOSAng,CHINng,90.527763
LOSAng,DNVRng,8.559824
LOSAng,HSTNng,56.893309
LOSAng,IPLSng,42.518533
LOSAng,KSCYng,11.215312
LOSAng,NYCMng,58.8436
LOSAng,SNVAng,3.279227
LOSAng,STTLng,24.783723
LOSAng,WASHng,52.409005
NYCMng,ATLAM5,2.766723
NYCMng,ATLAng,35.438731
NYCMng,CHINng,50.197016
NYCMng,DNVRng,18.222344
NYCMng,HSTNng,24.472981
NYCMng,IPLSng,77.861885
NYCMng,KSCYng,27.764341
NYCMng,LOSAng,64.469333
NYCMng,SNVAng,9.755741
NYCMng,STTLng,21.682261
NYCMng,WASHng,110.497864
SNVAng,ATLAng,1.02648
SNVAng,CHINng,5.115944
SNVAng,DNVRng,4.390584
SNVAng,HSTNng,1.187005
SNVAng,IPLSng,3.189803
SNVAng,KSCYng,1.824651
SNVAng,LOSAng,8.985104
SNVAng,NYCMng,3.274141
SNVAng,STTLng,2.274021
SNVAng,WASHng,1.528573
STTLng,ATLAM5,0.053333
STTLng,ATLAng,15.343373
STTLng,CHINng,23.017573
STTLng,DNVRng,5.055757
STTLng,HSTNng,5.778408
STTLng,IPLSng,7.303576
STTLng,KSCYng,1.999832
STTLng,LOSAng,22.483459
STTLng,NYCMng,23.139955
STTLng,SNVAng,5.511456
STTLng,WASHng,10.732133
WASHng,ATLAM5,21.116661
WASHng,ATLAng,132.247843
WASHng,CHINng,70.181931
WASHng,DNVRng,29.905896
WASHng,HSTNng,19.918581
WASHng,IPLSng,58.658568
WASHng,KSCYng,19.036715
WASHng,LOSAng,92.41548
WASHng,NYCMng,153.845555
WASHng,SNVAng,5.300653
WASHng,STTLng,39.99088
ATLAM5,ATLAng,0.49836
ATLAM5,CHINng,1.332205
ATLAM5,DNVRng,0.121269
ATLAM5,HSTNng,0.425168
ATLAM5,IPLSng,0.794472
ATLAM5,KSCYng,0.506747
ATLAM5,LOSAng,0.142328
ATLAM5,NYCMng,0.818728
ATLAM5,SNVAng,0.168928
ATLAM5,STTLng,0.171541
ATLAM5,WASHng,1.598048
ATLAng,ATLAM5,0.403344
ATLAng,CHINng,19.457027
ATLAng,DNVRng,6.491739
ATLAng,HSTNng,7.9044
ATLAng,IPLSng,24.860648
ATLAng,KSCYng,5.141061
ATLAng,LOSAng,26.538936
ATLAng,NYCMng,16.142291
ATLAng,SNVAng,1.013101
ATLAng,STTLng,9.103824
ATLAng,WASHng,60.530403
CHINng,ATLAM5,4.034573
CHINng,ATLAng,9.842229
CHINng,DNVRng,12.787245
CHINng,HSTNng,11.896957
CHINng,IPLSng,24.183992
CHINng,KSCYng,10.771229
CHINng,LOSAng,24.987267
CHINng,NYCMng,8.376771
CHINng,SNVAng,2.156861
CHINng,STTLng,6.360416
CHINng,WASHng,10.213176
DNVRng,ATLAM5,0.210699
DNVRng,ATLAng,4.191531
DNVRng,CHINng,42.569099
DNVRng,HSTNng,4.595595
DNVRng,IPLSng,8.387883
DNVRng,KSCYng,4.554571
DNVRng,LOSAng,13.882504
DNVRng,NYCMng,14.846805
DNVRng,SNVAng,15.834784
DNVRng,STTLng,11.224987
DNVRng,WASHng,10.161859
HSTNng,ATLAM5,1.622728
HSTNng,ATLAng,4.982659
HSTNng,CHINng,19.749693
HSTNng,DNVRng,2.123733
HSTNng,IPLSng,14.014115
HSTNng,KSCYng,5.891544
HSTNng,LOSAng,7.183816
HSTNng,NYCMng,6.232112
HSTNng,SNVAng,0.733211
HSTNng,STTLng,3.068467
HSTNng,WASHng,8.49932
IPLSng,ATLAM5,4.189544
IPLSng,ATLAng,14.612197
IPLSng,CHINng,96.870627
IPLSng,DNVRng,21.955275
IPLSng,HSTNng,9.443213
IPLSng,KSCYng,8.883195
IPLSng,LOSAng,36.796016
IPLSng,NYCMng,32.820784
IPLSng,SNVAng,4.147944
IPLSng,STTLng,13.798883
IPLSng,WASHng,39.765699
KSCYng,ATLAM5,0.680901
KSCYng,ATLAng,4.345712
KSCYng,CHINng,29.694312
KSCYng,DNVRng,7.542843
KSCYng,HSTNng,5.725667
KSCYng,IPLSng,10.688683
KSCYng,LOSAng,9.218531
KSCYng,NYCMng,13.089573
KSCYng,SNVAng,1.554696
KSCYng,STTLng,2.509267
KSCYng,WASHng,10.589544
LOSAng,ATLAM5,0.599531
LOSAng,ATLAng,26.332605
LOSAng,CHINng,86.741053
LOSAng,DNVRng,6.713757
LOSAng,HSTNng,22.158064
LOSAng,IPLSng,66.007459
LOSAng,KSCYng,11.099965
LOSAng,NYCMng,59.934283
LOSAng,SNVAng,3.929917
LOSAng,STTLng,30.401811
LOSAng,WASHng,63.989861
NYCMng,ATLAM5,2.313349
NYCMng,ATLAng,39.785464
NYCMng,CHINng,49.552008
NYCMng,DNVRng,16.14524
NYCMng,HSTNng,25.694725
NYCMng,IPLSng,85.155019
NYCMng,KSCYng,26.883309
NYCMng,LOSAng,69.590261
NYCMng,SNVAng,10.518325
NYCMng,STTLng,19.526917
NYCMng,WASHng,106.666387
SNVAng,ATLAM5,0.037856
SNVAng,ATLAng,1.246771
SNVAng,CHINng,5.056395
SNVAng,DNVRng,7.297296
SNVAng,HSTNng,1.28084
SNVAng,IPLSng,2.676264
SNVAng,KSCYng,1.398971
SNVAng,LOSAng,2.458325
SNVAng,NYCMng,3.751117
SNVAng,STTLng,2.605579
SNVAng,WASHng,1.773053
STTLng,ATLAM5,0.059701
STTLng,ATLAng,15.184848
STTLng,CHINng,22.220555
STTLng,DNVRng,3.015765
STTLng,HSTNng,6.174931
STTLng,IPLSng,9.967872
STTLng,KSCYng,3.443277
STTLng,LOSAng,26.236133
STTLng,NYCMng,22.734248
STTLng,SNVAng,4.418955
STTLng,WASHng,10.607213
WASHng,ATLAM5,22.380568
WASHng,ATLAng,120.69336
WASHng,CHINng,74.490416
WASHng,DNVRng,44.822789
WASHng,HSTNng,16.250043
WASHng,IPLSng,50.589923
WASHng,KSCYng,18.758725
WASHng,LOSAng,97.793093
WASHng,NYCMng,159.339533
WASHng,SNVAng,4.490272
WASHng,STTLng,38.331688
ATLAM5,ATLAng,0.723963
ATLAM5,CHINng,1.42848
ATLAM5,DNVRng,0.165939
ATLAM5,HSTNng,0.459965
ATLAM5,IPLSng,0.403757
ATLAM5,KSCYng,0.303256
ATLAM5,LOSAng,0.257877
ATLAM5,NYCMng,0.848208
ATLAM5,SNVAng,0.073773
ATLAM5,STTLng,0.359965
ATLAM5,WASHng,1.803907
ATLAng,ATLAM5,0.587456
ATLAng,CHINng,19.608328
ATLAng,DNVRng,7.091168
ATLAng,HSTNng,5.150829
ATLAng,IPLSng,27.512464
ATLAng,KSCYng,5.256723
ATLAng,LOSAng,25.144112
ATLAng,NYCMng,14.876189
ATLAng,SNVAng,1.117307
ATLAng,STTLng,8.614211
ATLAng,WASHng,60.427288
CHINng,ATLAM5,4.183117
CHINng,ATLAng,10.273323
CHINng,DNVRng,11.375211
CHINng,HSTNng,9.218739
CHINng,IPLSng,25.413216
CHINng,KSCYng,12.434661
CHINng,LOSAng,25.317331
CHINng,NYCMng,8.587085
CHINng,SNVAng,2.637197
CHINng,STTLng,5.203872
CHINng,WASHng,12.219523
DNVRng,ATLAM5,0.130512
DNVRng,ATLAng,3.661011
DNVRng,CHINng,48.082963
DNVRng,HSTNng,3.756288
DNVRng,IPLSng,8.818045
DNVRng,KSCYng,3.554581
DNVRng,LOSAng,15.177541
DNVRng,NYCMng,16.088435
DNVRng,SNVAng,14.048973
DNVRng,STTLng,11.424851
DNVRng,WASHng,8.25164
HSTNng,ATLAM5,3.009672
HSTNng,ATLAng,4.643149
HSTNng,CHINng,18.876165
HSTNng,DNVRng,4.652085
HSTNng,IPLSng,17.631016
HSTNng,KSCYng,5.945939
HSTNng,LOSAng,5.361104
HSTNng,NYCMng,6.441248
HSTNng,SNVAng,1.033528
HSTNng,STTLng,1.7358
HSTNng,WASHng,8.989128
IPLSng,ATLAM5,3.541891
IPLSng,ATLAng,16.218299
IPLSng,CHINng,110.338227
IPLSng,DNVRng,18.528155
IPLSng,HSTNng,9.654211
IPLSng,KSCYng,8.847107
IPLSng,LOSAng,32.49884
IPLSng,NYCMng,32.542771
IPLSng,SNVAng,3.287755
IPLSng,STTLng,14.086347
IPLSng,WASHng,38.490147
KSCYng,ATLAM5,0.300064
KSCYng,ATLAng,4.763315
KSCYng,CHINng,27.950099
KSCYng,DNVRng,6.698152
KSCYng,HSTNng,6.422837
KSCYng,IPLSng,11.952523
KSCYng,LOSAng,9.247181
KSCYng,NYCMng,13.313648
KSCYng,SNVAng,1.489659
KSCYng,STTLng,2.809224
KSCYng,WASHng,12.641267
LOSAng,ATLAM5,0.189539
LOSAng,ATLAng,25.204827
LOSAng,CHINng,84.440013
LOSAng,DNVRng,5.649813
LOSAng,HSTNng,17.978395
LOSAng,IPLSng,45.351605
LOSAng,KSCYng,10.785592
LOSAng,NYCMng,59.074179
LOSAng,SNVAng,2.554701
LOSAng,STTLng,27.299648
LOSAng,WASHng,66.712125
NYCMng,ATLAM5,2.104853
NYCMng,ATLAng,40.949304
NYCMng,CHINng,58.421627
NYCMng,DNVRng,16.019979
NYCMng,HSTNng,24.100117
NYCMng,IPLSng,82.122016
NYCMng,KSCYng,28.367405
NYCMng,LOSAng,64.980429
NYCMng,SNVAng,8.063941
NYCMng,STTLng,23.239589
NYCMng,WASHng,103.478888
SNVAng,ATLAM5,0.076344
SNVAng,ATLAng,1.298459
SNVAng,CHINng,5.353136
SNVAng,DNVRng,3.751448
SNVAng,HSTNng,1.443621
SNVAng,IPLSng,3.154205
SNVAng,KSCYng,1.556816
SNVAng,LOSAng,2.340221
SNVAng,NYCMng,3.745168
SNVAng,STTLng,2.679392
SNVAng,WASHng,1.558443
STTLng,ATLAM5,0.062821
STTLng,ATLAng,15.168869
STTLng,CHINng,21.645355
STTLng,DNVRng,2.954635
STTLng,HSTNng,6.014736
STTLng,IPLSng,7.0642
STTLng,KSCYng,2.919779
STTLng,LOSAng,26.584453
STTLng,NYCMng,22.518221
STTLng,SNVAng,4.726912
STTLng,WASHng,11.664779
WASHng,ATLAM5,19.586584
WASHng,ATLAng,138.325472
WASHng,CHINng,69.881267
WASHng,DNVRng,44.536856
WASHng,HSTNng,18.44884
WASHng,IPLSng,51.095165
WASHng,KSCYng,18.614133
WASHng,LOSAng,93.44656
WASHng,NYCMng,151.623424
WASHng,SNVAng,3.487808
WASHng,STTLng,43.462373
ATLAM5,ATLAng,0.481616
ATLAM5,CHINng,1.817701
ATLAM5,DNVRng,0.054565
ATLAM5,HSTNng,0.422013
ATLAM5,IPLSng,0.697272
ATLAM5,KSCYng,0.155115
ATLAM5,LOSAng,0.175851
ATLAM5,NYCMng,0.629915
ATLAM5,SNVAng,0.124925
ATLAM5,STTLng,0.286035
ATLAM5,WASHng,1.082104
ATLAng,ATLAM5,0.509781
ATLAng,CHINng,21.423549
ATLAng,DNVRng,7.337469
ATLAng,HSTNng,4.549155
ATLAng,IPLSng,24.488451
ATLAng,KSCYng,5.151776
ATLAng,LOSAng,26.049643
ATLAng,NYCMng,12.423776
ATLAng,SNVAng,1.413269
ATLAng,STTLng,10.327643
ATLAng,WASHng,62.522339
CHINng,ATLAM5,3.652336
CHINng,ATLAng,10.311557
CHINng,DNVRng,7.513771
CHINng,HSTNng,7.867843
CHINng,IPLSng,25.979877
CHINng,KSCYng,11.141373
CHINng,LOSAng,20.509624
CHINng,NYCMng,6.777667
CHINng,SNVAng,1.866944
CHINng,STTLng,5.123363
CHINng,WASHng,13.386389
DNVRng,ATLAM5,0.108965
DNVRng,ATLAng,3.703219
DNVRng,CHINng,39.914216
DNVRng,HSTNng,9.233011
DNVRng,IPLSng,11.661437
DNVRng,KSCYng,5.857304
DNVRng,LOSAng,15.218173
DNVRng,NYCMng,12.231077
DNVRng,SNVAng,14.305368
DNVRng,STTLng,10.02728
DNVRng,WASHng,8.202251
HSTNng,ATLAM5,2.979232
HSTNng,ATLAng,4.853187
HSTNng,CHINng,18.34792
HSTNng,DNVRng,2.964408
HSTNng,IPLSng,16.462675
HSTNng,KSCYng,6.635203
HSTNng,LOSAng,89.347357
HSTNng,NYCMng,10.150637
HSTNng,SNVAng,0.84004
HSTNng,STTLng,3.170101
HSTNng,WASHng,7.736325
IPLSng,ATLAM5,3.251872
IPLSng,ATLAng,17.915456
IPLSng,CHINng,103.239616
IPLSng,DNVRng,17.973035
IPLSng,HSTNng,27.555443
IPLSng,KSCYng,11.909667
IPLSng,LOSAng,30.739365
IPLSng,NYCMng,31.430285
IPLSng,SNVAng,3.363744
IPLSng,STTLng,15.022923
IPLSng,WASHng,38.93424
KSCYng,ATLAM5,0.418661
KSCYng,ATLAng,5.571003
KSCYng,CHINng,30.628176
KSCYng,DNVRng,8.642621
KSCYng,HSTNng,6.870744
KSCYng,IPLSng,15.621851
KSCYng,LOSAng,5.780963
KSCYng,NYCMng,11.704355
KSCYng,SNVAng,1.271613
KSCYng,STTLng,3.608653
KSCYng,WASHng,14.766432
LOSAng,ATLAM5,0.289371
LOSAng,ATLAng,32.349005
LOSAng,CHINng,79.952235
LOSAng,DNVRng,9.853424
LOSAng,HSTNng,17.459581
LOSAng,IPLSng,39.992229
LOSAng,KSCYng,9.952363
LOSAng,NYCMng,61.217637
LOSAng,SNVAng,2.299544
LOSAng,STTLng,25.365112
LOSAng,WASHng,58.269072
NYCMng,ATLAM5,0.876533
NYCMng,ATLAng,38.136331
NYCMng,CHINng,56.993715
NYCMng,DNVRng,14.566
NYCMng,HSTNng,20.678979
NYCMng,IPLSng,80.620688
NYCMng,KSCYng,27.858861
NYCMng,LOSAng,64.638547
NYCMng,SNVAng,8.946389
NYCMng,STTLng,21.473936
NYCMng,WASHng,95.999653
SNVAng,ATLAM5,0.264197
SNVAng,ATLAng,1.062883
SNVAng,CHINng,4.598461
SNVAng,DNVRng,4.001592
SNVAng,HSTNng,1.113267
SNVAng,IPLSng,3.967435
SNVAng,KSCYng,0.971027
SNVAng,LOSAng,1.923709
SNVAng,NYCMng,2.717805
SNVAng,STTLng,2.768819
SNVAng,WASHng,1.564565
STTLng,ATLAng,15.398755
STTLng,CHINng,20.675285
STTLng,DNVRng,2.499819
STTLng,HSTNng,4.979469
STTLng,IPLSng,7.606619
STTLng,KSCYng,2.290032
STTLng,LOSAng,24.4244
STTLng,NYCMng,20.974243
STTLng,SNVAng,4.509813
STTLng,WASHng,11.331435
WASHng,ATLAM5,1.273592
WASHng,ATLAng,104.233309
WASHng,CHINng,66.091611
WASHng,DNVRng,33.457309
WASHng,HSTNng,26.576051
WASHng,IPLSng,52.809349
WASHng,KSCYng,16.724627
WASHng,LOSAng,81.428229
WASHng,NYCMng,148.284955
WASHng,SNVAng,3.660035
WASHng,STTLng,34.11224
ATLAM5,ATLAng,0.699592
ATLAM5,CHINng,1.250843
ATLAM5,DNVRng,0.138197
ATLAM5,HSTNng,0.3024
ATLAM5,IPLSng,0.880024
ATLAM5,KSCYng,0.333424
ATLAM5,LOSAng,0.223659
ATLAM5,NYCMng,0.772995
ATLAM5,SNVAng,0.041405
ATLAM5,STTLng,0.053333
ATLAM5,WASHng,1.096659
ATLAng,ATLAM5,0.533147
ATLAng,CHINng,21.47868
ATLAng,DNVRng,9.520907
ATLAng,HSTNng,3.480736
ATLAng,IPLSng,25.919731
ATLAng,KSCYng,5.236504
ATLAng,LOSAng,23.539269
ATLAng,NYCMng,14.296307
ATLAng,SNVAng,1.048347
ATLAng,STTLng,10.498995
ATLAng,WASHng,59.794664
CHINng,ATLAM5,4.240701
CHINng,ATLAng,11.374827
CHINng,DNVRng,6.197317
CHINng,HSTNng,11.975672
CHINng,IPLSng,29.078016
CHINng,KSCYng,9.252357
CHINng,LOSAng,23.010485
CHINng,NYCMng,6.954373
CHINng,SNVAng,1.547675
CHINng,STTLng,5.387696
CHINng,WASHng,14.584448
DNVRng,ATLAM5,0.252685
DNVRng,ATLAng,4.329245
DNVRng,CHINng,38.089675
DNVRng,HSTNng,12.317997
DNVRng,IPLSng,14.045608
DNVRng,KSCYng,9.628731
DNVRng,LOSAng,19.563405
DNVRng,NYCMng,15.678555
DNVRng,SNVAng,16.435464
DNVRng,STTLng,11.833088
DNVRng,WASHng,9.723941
HSTNng,ATLAM5,0.38444
HSTNng,ATLAng,4.510907
HSTNng,CHINng,19.538432
HSTNng,DNVRng,2.432259
HSTNng,IPLSng,17.089952
